# time = 65.4921
# Grid Poins = 256    variable_0    variable_1    variable_2    variable_3    variable_4    variable_5    variable_6
   9.4999762639e+02   1.1649875147e-01   0.0000000000e+00   5.0000474722e-01   0.0000000000e+00   0.0000000000e+00   3.8349650131e-01
   9.4999762639e+02   1.1649875147e-01   0.0000000000e+00   5.0000474722e-01   0.0000000000e+00   0.0000000000e+00   3.8349650131e-01
   9.4999762639e+02   1.1649875147e-01   0.0000000000e+00   5.0000474722e-01   0.0000000000e+00   0.0000000000e+00   3.8349650131e-01
   9.4999762639e+02   1.1649875147e-01   0.0000000000e+00   5.0000474722e-01   0.0000000000e+00   0.0000000000e+00   3.8349650131e-01
   9.5000627758e+02   1.1650278292e-01   0.0000000000e+00   4.9998744485e-01   0.0000000000e+00   0.0000000000e+00   3.8350977224e-01
   9.5000627758e+02   1.1650278292e-01   0.0000000000e+00   4.9998744485e-01   0.0000000000e+00   0.0000000000e+00   3.8350977224e-01
   9.5000627758e+02   1.1650278292e-01   0.0000000000e+00   4.9998744485e-01   0.0000000000e+00   0.0000000000e+00   3.8350977224e-01
   9.5000627758e+02   1.1650278292e-01   0.0000000000e+00   4.9998744485e-01   0.0000000000e+00   0.0000000000e+00   3.8350977224e-01
   9.5000207872e+02   1.1650082625e-01   0.0000000000e+00   4.9999584255e-01   0.0000000000e+00   0.0000000000e+00   3.8350333119e-01
   9.5000207872e+02   1.1650082625e-01   0.0000000000e+00   4.9999584255e-01   0.0000000000e+00   0.0000000000e+00   3.8350333119e-01
   9.5000207872e+02   1.1650082625e-01   0.0000000000e+00   4.9999584255e-01   0.0000000000e+00   0.0000000000e+00   3.8350333119e-01
   9.5000207872e+02   1.1650082625e-01   0.0000000000e+00   4.9999584255e-01   0.0000000000e+00   0.0000000000e+00   3.8350333119e-01
   9.5000207872e+02   1.1650082625e-01   0.0000000000e+00   4.9999584255e-01   0.0000000000e+00   0.0000000000e+00   3.8350333119e-01
   9.5000207872e+02   1.1650082625e-01   0.0000000000e+00   4.9999584255e-01   0.0000000000e+00   0.0000000000e+00   3.8350333119e-01
   9.5000207872e+02   1.1650082625e-01   0.0000000000e+00   4.9999584255e-01   0.0000000000e+00   0.0000000000e+00   3.8350333119e-01
   9.5000207872e+02   1.1650082625e-01   0.0000000000e+00   4.9999584255e-01   0.0000000000e+00   0.0000000000e+00   3.8350333119e-01
   9.5000627758e+02   1.1650278292e-01   0.0000000000e+00   4.9998744485e-01   0.0000000000e+00   0.0000000000e+00   3.8350977224e-01
   9.5000627758e+02   1.1650278292e-01   0.0000000000e+00   4.9998744485e-01   0.0000000000e+00   0.0000000000e+00   3.8350977224e-01
   9.4999749965e+02   1.1649869241e-01   0.0000000000e+00   5.0000500070e-01   0.0000000000e+00   0.0000000000e+00   3.8349630689e-01
   9.4999749965e+02   1.1649869241e-01   0.0000000000e+00   5.0000500070e-01   0.0000000000e+00   0.0000000000e+00   3.8349630689e-01
   9.4999762639e+02   1.1649875147e-01   0.0000000000e+00   5.0000474722e-01   0.0000000000e+00   0.0000000000e+00   3.8349650131e-01
   9.4999762639e+02   1.1649875147e-01   0.0000000000e+00   5.0000474722e-01   0.0000000000e+00   0.0000000000e+00   3.8349650131e-01
   9.5000627758e+02   1.1650278292e-01   0.0000000000e+00   4.9998744485e-01   0.0000000000e+00   0.0000000000e+00   3.8350977224e-01
   9.5000627758e+02   1.1650278292e-01   0.0000000000e+00   4.9998744485e-01   0.0000000000e+00   0.0000000000e+00   3.8350977224e-01
   9.5000185693e+02   1.1650072290e-01   0.0000000000e+00   4.9999628615e-01   0.0000000000e+00   0.0000000000e+00   3.8350299096e-01
   9.5000185693e+02   1.1650072290e-01   0.0000000000e+00   4.9999628615e-01   0.0000000000e+00   0.0000000000e+00   3.8350299096e-01
   9.5000185693e+02   1.1650072290e-01   0.0000000000e+00   4.9999628615e-01   0.0000000000e+00   0.0000000000e+00   3.8350299096e-01
   9.5000185693e+02   1.1650072290e-01   0.0000000000e+00   4.9999628615e-01   0.0000000000e+00   0.0000000000e+00   3.8350299096e-01
   9.5000185693e+02   1.1650072290e-01   0.0000000000e+00   4.9999628615e-01   0.0000000000e+00   0.0000000000e+00   3.8350299096e-01
   9.5000185693e+02   1.1650072290e-01   0.0000000000e+00   4.9999628615e-01   0.0000000000e+00   0.0000000000e+00   3.8350299096e-01
   9.5000185693e+02   1.1650072290e-01   0.0000000000e+00   4.9999628615e-01   0.0000000000e+00   0.0000000000e+00   3.8350299096e-01
   9.5000185693e+02   1.1650072290e-01   0.0000000000e+00   4.9999628615e-01   0.0000000000e+00   0.0000000000e+00   3.8350299096e-01
   9.4999558959e+02   1.1649780232e-01   0.0000000000e+00   5.0000882082e-01   0.0000000000e+00   0.0000000000e+00   3.8349337686e-01
   9.4999558959e+02   1.1649780232e-01   0.0000000000e+00   5.0000882082e-01   0.0000000000e+00   0.0000000000e+00   3.8349337686e-01
   9.4999087519e+02   1.1649560542e-01   0.0000000000e+00   5.0001824961e-01   0.0000000000e+00   0.0000000000e+00   3.8348614497e-01
   9.4999087519e+02   1.1649560542e-01   0.0000000000e+00   5.0001824961e-01   0.0000000000e+00   0.0000000000e+00   3.8348614497e-01
   9.4999087519e+02   1.1649560542e-01   0.0000000000e+00   5.0001824961e-01   0.0000000000e+00   0.0000000000e+00   3.8348614497e-01
   9.4999087519e+02   1.1649560542e-01   0.0000000000e+00   5.0001824961e-01   0.0000000000e+00   0.0000000000e+00   3.8348614497e-01
   9.4998615750e+02   1.1649340697e-01   0.0000000000e+00   5.0002768501e-01   0.0000000000e+00   0.0000000000e+00   3.8347890802e-01
   9.4998615750e+02   1.1649340697e-01   0.0000000000e+00   5.0002768501e-01   0.0000000000e+00   0.0000000000e+00   3.8347890802e-01
   9.4999087437e+02   1.1649560503e-01   0.0000000000e+00   5.0001825126e-01   0.0000000000e+00   0.0000000000e+00   3.8348614371e-01
   9.4999087437e+02   1.1649560503e-01   0.0000000000e+00   5.0001825126e-01   0.0000000000e+00   0.0000000000e+00   3.8348614371e-01
   9.4999087437e+02   1.1649560503e-01   0.0000000000e+00   5.0001825126e-01   0.0000000000e+00   0.0000000000e+00   3.8348614371e-01
